Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
5,13,14,3,341,22.0,4.1,326.829,27.248,58931786.05,57143352.39
5,13,15,11,233,23.3,3.6,216.839,26.939,39089669.41,37603654.84
5,13,16,0,142,24.6,3.1,123.66,26.832,22078511.54,20851768.64
5,13,17,0,95,23.0,7.2,83.245,23.898,14986828.84,13868172.2
5,13,18,0,32,21.0,7.2,26.503,21.282,4498142.914,3539347.192
5,14,6,0,59,16.0,0.0,51.822,17.924,9339252.069,8306671.688
5,14,7,7,151,19.6,3.1,146.969,22.296,27187430.39,25882821.08
5,14,8,10,219,18.0,2.1,208.071,22.549,38419551.9,36943750.77
5,14,9,6,256,19.0,2.1,236.69,24.203,43103647.29,41556454.59
5,14,10,3,257,21.2,2.1,248.235,26.795,44386579.7,42819833.48
5,14,11,5,280,20.0,4.1,287.544,24.691,51650751.06,49973289.63
5,14,12,6,286,21.0,3.1,301.554,26.731,53461821.05,51756756.61
5,14,13,5,273,22.8,3.1,276.6,28.052,49086890.38,47448505.45
5,14,14,2,295,22.0,3.1,280.331,27.242,50333158.7,48675779.05
5,14,15,28,260,23.0,2.1,276.993,29.131,49910881.48,48259937.88
5,14,16,15,216,23.6,0.0,213.93,31.652,38253597.55,36780325.77
5,14,17,3,123,22.0,3.1,116.48,24.133,21246648.72,20032584.48
5,14,18,0,36,21.0,2.1,29.846,21.639,5090342.14,4122520.55
5,15,6,0,60,17.0,0.0,52.808,18.961,9485062.59,8450259.871
5,15,7,7,152,18.8,0.0,147.899,24.369,27130544.26,25826801.96
5,15,8,14,246,18.0,2.1,239.973,23.266,44382885.11,42816195.2
5,15,9,21,325,19.0,0.0,319.711,31.119,57165115.0,55403607.65
5,15,10,31,380,21.6,2.1,411.765,30.944,73476643.05,71466527.27
5,15,11,70,431,21.0,2.1,510.842,32.678,90323966.07,88057075.67
5,15,12,100,460,22.0,4.1,573.131,31.383,101549108.5,99111132.67
5,15,13,86,495,22.4,4.1,591.488,32.079,105249849.7,102755469.9
5,15,14,91,398,21.0,3.1,488.612,30.264,88115904.83,85882668.09
5,15,15,72,301,21.0,2.1,364.771,29.16,66320503.38,64419456.27
5,15,16,33,207,22.6,3.6,239.292,26.709,43875960.46,42316996.72
5,15,17,3,124,20.0,2.1,117.411,22.576,21560821.19,20341968.55
5,15,18,0,37,19.9,2.1,30.68,20.558,5270373.752,4299808.251
5,16,6,51,74,18.0,0.0,108.095,22.194,19854509.96,18661663.68
5,16,7,67,176,21.0,0.0,249.637,30.689,45629161.39,44043476.64
5,16,8,212,274,21.0,3.1,509.991,30.741,93855224.9,91534513.62
5,16,9,383,321,22.5,6.2,734.206,31.836,133732830.5,130804333.8
5,16,10,566,303,24.0,7.2,896.796,34.314,160724922.7,157385032.2
5,16,11,662,301,24.0,7.2,969.447,35.121,172362594.7,168845331.2
5,16,12,644,306,24.0,3.6,945.042,40.796,163948662.1,160559637.8
5,16,13,598,299,24.4,3.6,910.883,40.6,158716711.4,155407428.6
5,16,14,665,231,22.0,5.1,930.202,35.553,166432503.8,163005622.5
5,16,15,699,162,22.5,4.9,913.679,36.257,164560377.4,161162029.7
5,16,16,645,122,23.0,4.6,817.971,35.861,149425658.2,146257982.9
5,16,17,366,130,23.0,4.6,521.92,31.231,97873929.4,95491967.95
5,16,18,100,61,21.0,4.1,126.431,23.081,23030235.03,21788986.66
5,17,5,0,13,17.0,3.1,10.742,17.162,1109870.566,202716.424
5,17,6,223,79,19.0,4.1,244.815,23.102,46373692.62,44776660.27
5,17,7,435,145,21.2,4.1,613.385,31.523,114770797.6,112131306.4
5,17,8,584,165,21.0,6.2,808.534,31.442,149552591.0,146382981.0
5,17,9,455,289,22.0,6.2,790.075,32.088,143878302.3,140795175.7
5,17,10,260,419,23.2,6.2,703.59,32.112,126586373.8,123766798.2
5,17,11,394,403,23.0,7.7,808.629,31.812,145154488.4,142051911.1
5,17,12,472,396,24.0,5.1,870.94,36.568,153100876.5,149877186.2
5,17,13,569,331,25.8,5.1,915.688,39.038,160387784.4,157053032.3
5,17,14,443,328,24.0,4.6,805.67,36.451,143327842.0,140253105.2
5,17,15,229,338,23.0,3.1,582.125,34.087,105004852.1,102514206.3
5,17,16,96,244,21.8,5.1,345.162,26.688,64101935.63,62234702.31
5,17,17,52,159,21.0,5.1,220.585,24.139,41321040.22,39801016.72
5,17,18,0,58,21.0,4.1,55.939,21.875,9832465.922,8792368.335
5,18,5,0,14,18.0,3.1,11.573,18.174,1194100.025,285662.119
5,18,6,226,80,18.0,0.0,248.867,27.978,46272038.06,44676555.05
5,18,7,447,143,20.8,0.0,622.37,45.869,109946331.1,107380370.9
5,18,8,683,133,21.0,4.1,872.48,35.676,158814086.5,155503319.6
5,18,9,769,149,22.0,5.1,959.072,36.056,172403157.9,168885276.3
5,18,10,815,156,23.8,5.1,989.868,38.227,175176056.9,171615912.7
5,18,11,833,168,23.9,4.1,999.188,40.442,174561123.8,171010352.0
5,18,12,838,172,24.0,3.1,997.768,43.236,172118453.9,168604911.5
5,18,13,833,163,24.2,5.1,999.961,38.706,176063726.4,172490053.0
5,18,14,817,145,24.0,5.1,986.367,38.414,174746285.2,171192691.3
5,18,15,736,149,23.0,5.1,937.035,36.771,168400028.8,164943159.9
5,18,16,650,121,23.0,5.1,821.788,35.124,150518082.9,147333757.6
5,18,17,420,114,23.0,5.1,551.406,31.181,103587838.6,101118789.9
5,18,18,106,64,22.0,4.1,134.241,24.212,24436665.85,23173981.68
5,19,5,0,14,17.0,0.0,11.574,17.358,1199194.354,290678.804
5,19,6,223,81,19.0,0.0,249.357,28.996,46183463.99,44589330.97
5,19,7,436,146,21.2,0.0,615.875,45.984,108705502.6,106158454.2
5,19,8,673,137,20.0,2.1,867.286,40.369,154938694.9,151686993.8
5,19,9,768,150,21.0,3.1,959.547,39.717,169997053.7,166515844.1
5,19,10,833,146,23.4,4.1,997.873,40.014,175355300.3,171792424.2
5,19,11,854,156,22.0,3.1,1008.267,41.46,175458415.6,171893967.9
5,19,12,847,166,22.0,3.1,1001.369,41.307,174102875.9,170559088.4
5,19,13,885,111,25.4,3.1,992.519,44.584,170951615.9,167455857.6
5,19,14,852,110,25.2,4.1,975.42,41.49,170897575.2,167402640.6
5,19,15,748,142,25.0,5.1,935.469,38.741,166857917.3,163424552.1
5,19,16,603,144,24.0,5.1,801.863,35.803,146370909.7,143249792.6
5,19,17,425,114,23.0,5.1,556.24,31.25,104472118.8,101989592.6
5,19,18,111,65,23.0,4.1,138.243,25.279,25105764.6,23832882.52
5,20,5,0,14,17.0,0.0,11.572,17.358,1198977.978,290465.726
5,20,6,224,81,19.0,0.0,250.644,29.05,46433914.93,44835964.71
5,20,7,434,147,21.2,0.0,614.977,45.953,108542815.4,105998246.6
5,20,8,664,140,21.0,0.0,861.875,55.66,144483249.4,141390902.6
5,20,9,750,158,21.0,3.1,956.748,39.666,169471481.9,165998282.7
5,20,10,808,160,23.8,3.1,988.529,42.973,171619682.9,168113742.4
5,20,11,565,360,23.0,3.1,937.617,41.036,162559627.1,159191773.4
5,20,12,388,418,24.4,3.1,812.906,39.994,140728284.1,137693167.8
5,20,13,182,410,25.8,3.1,605.002,37.37,105840609.2,103337225.4
5,20,14,356,377,26.0,3.1,758.672,40.586,132528231.7,129618094.6
5,20,15,547,243,25.9,3.1,839.373,42.195,147384314.3,144247751.7
5,20,16,643,126,25.8,3.1,821.177,41.917,146343226.1,143222530.9
5,20,17,362,134,23.0,3.1,523.47,33.295,97321973.73,94948424.79
5,20,18,99,66,22.9,0.0,134.405,28.193,24088114.87,22830743.06
5,21,5,0,15,19.0,0.0,12.404,19.384,1276434.02,366741.239
5,21,6,228,82,20.0,3.1,255.235,24.987,48100979.05,46477620.66
5,21,7,447,145,22.0,4.1,624.896,32.518,116449095.5,113784024.9
5,21,8,677,136,22.0,6.2,869.964,33.275,159784430.4,156458874.2
5,21,9,759,155,22.0,3.1,956.521,40.65,168794336.4,165331457.8
5,21,10,810,159,24.2,2.1,990.095,47.214,168934255.7,165469244.5
5,21,11,834,168,24.0,3.1,1002.606,43.351,173086918.7,169558615.6
5,21,12,836,174,24.0,3.1,1000.739,43.292,172544726.2,169024686.8
5,21,13,825,168,25.2,5.1,999.819,39.7,175290455.1,171728567.3
5,21,14,806,152,24.0,4.1,984.538,40.424,172971679.6,169445132.9
5,21,15,726,154,24.0,5.1,933.164,37.709,167023636.6,163587745.7
5,21,16,641,126,25.2,4.1,819.423,38.997,147732217.0,144590351.8
5,21,17,365,134,24.0,3.1,526.438,34.351,97467497.87,95091730.96
5,21,18,103,67,23.0,3.6,137.947,25.446,25056086.52,23783961.6
5,22,5,0,15,19.0,3.1,12.405,19.187,1277854.22,368139.793
5,22,6,229,82,19.0,3.1,256.494,24.013,48545161.13,46915032.84
5,22,7,443,146,21.4,3.1,622.572,33.607,115502907.9,112852258.4
5,22,8,673,138,21.0,3.1,868.406,38.026,156540130.7,153264021.7
5,22,9,758,155,22.0,4.6,955.861,36.929,171171528.9,167672418.9
5,22,10,808,161,22.0,5.1,990.837,36.438,176518257.4,172937656.4
5,22,11,823,175,22.0,5.1,999.809,36.496,177340290.0,173747160.2
5,22,12,825,181,23.0,4.1,998.04,39.506,174665720.0,171113354.0
5,22,13,825,168,24.6,4.1,1000.524,41.172,174375665.2,170827720.1
5,22,14,805,153,24.0,4.1,985.096,40.433,173045905.8,169518227.9
5,22,15,729,154,24.0,7.2,936.565,34.908,169458706.2,165985701.7
5,22,16,604,146,23.2,6.2,805.66,33.629,148250938.2,145101167.1
5,22,17,416,118,22.6,5.6,553.461,30.321,104268713.1,101789287.1
5,22,18,113,68,22.0,5.1,144.383,24.086,26447678.9,25154344.34
5,23,5,0,15,17.0,0.0,12.403,17.384,1289458.417,379567.128
5,23,6,199,85,19.0,3.6,243.365,23.382,46069898.3,44477496.16
5,23,7,330,167,21.2,2.1,521.655,33.377,96561476.36,94199518.36
5,23,8,480,211,22.0,2.1,746.796,39.41,133638819.5,130711755.6
5,23,9,555,247,22.0,3.1,848.826,38.453,150877059.1,147687262.6
5,23,10,473,382,23.2,3.1,887.895,40.303,155024443.8,151771435.8
5,23,11,500,358,22.0,3.1,873.147,38.789,152737568.7,149519415.6
5,23,12,391,417,23.0,3.1,816.028,38.654,142014648.3,138959926.2
5,23,13,266,449,25.0,4.1,735.547,37.089,129107360.9,126249362.2
5,23,14,473,329,24.0,3.1,838.675,40.186,146944712.3,143814849.7
5,23,15,593,227,26.0,3.6,869.417,41.61,153024392.0,149801867.4
5,23,16,634,134,26.0,3.1,822.13,42.122,146301994.9,143181928.1
5,23,17,337,140,22.0,5.1,489.155,29.205,92305242.92,90008155.34
5,23,18,91,66,21.0,3.1,130.525,23.502,23870571.56,22616515.39
5,24,5,0,15,16.0,3.1,12.402,16.187,1297097.662,387089.941
5,24,6,77,94,18.0,4.1,167.237,20.748,31464495.34,30094698.12
5,24,7,66,183,20.0,4.1,255.713,24.143,47970666.46,46349294.2
5,24,8,119,269,21.0,4.1,409.404,27.654,75724205.43,73679833.94
5,24,9,109,371,21.0,4.1,477.789,28.724,87212404.99,84992938.74
5,24,10,133,424,21.8,4.1,572.216,31.163,102847035.2,100389277.3
5,24,11,64,489,20.0,3.1,565.986,30.796,100819652.5,98392794.49
5,24,12,70,447,21.0,3.1,531.236,31.128,93951268.33,91629093.23
5,24,13,69,380,22.0,6.2,456.006,27.744,82207361.37,80064178.35
5,24,14,31,371,21.0,8.2,401.026,25.106,73290121.86,71282848.9
5,24,15,20,310,21.0,7.2,302.196,24.301,55540982.0,53804228.51
5,24,16,16,224,21.2,7.2,221.76,23.622,40965609.99,39451003.7
5,24,17,54,155,21.0,6.2,214.365,23.679,40181402.51,38678748.54
5,24,18,6,68,21.0,6.2,70.115,21.852,12516010.45,11435012.23
5,25,6,0,66,17.0,5.1,58.323,17.794,10598225.36,9546456.625
5,25,7,8,158,18.6,5.1,153.96,20.721,28680167.54,27352807.01
5,25,8,10,224,17.0,5.1,212.081,19.906,39548971.52,38055956.6
5,25,9,6,260,17.0,6.2,241.443,19.931,44698032.61,43126539.45
5,25,10,3,260,18.8,8.2,251.958,21.37,46014357.18,44422801.56
5,25,11,5,283,17.0,6.2,290.86,20.655,53055049.64,51356184.92
5,25,12,6,290,17.0,8.2,305.849,20.151,55613656.26,53875795.11
5,25,13,5,277,16.4,6.2,281.314,19.931,51523068.7,49847553.32
5,25,14,4,249,16.0,7.2,238.348,18.657,44023628.23,42462413.85
5,25,15,3,204,16.0,7.2,182.358,17.969,33811148.44,32405585.24
5,25,16,0,148,15.6,5.1,128.819,17.346,23916096.57,22661346.55
5,25,17,0,85,15.0,5.1,72.236,15.978,13355636.38,12261841.2
5,25,18,0,28,15.0,4.1,23.155,15.356,4048199.631,3096261.618
5,26,6,57,79,18.1,1.4,118.25,21.218,21944102.73,20719408.4
5,26,7,152,186,19.2,2.1,358.576,27.443,67196268.36,65281873.48
5,26,8,258,270,19.0,7.2,570.158,25.523,107159873.9,104636382.9
5,26,9,334,340,20.0,8.2,707.356,27.362,130846509.8,127962004.3
5,26,10,431,356,22.6,8.2,820.956,31.172,148624406.1,145468942.9
5,26,11,463,369,22.0,8.2,849.223,30.851,153136952.7,149912712.5
5,26,12,462,382,23.0,7.2,851.031,32.737,151838392.1,148633943.6
5,26,13,467,359,24.6,8.2,848.104,33.437,151635210.6,148433858.8
5,26,14,594,293,24.0,7.2,923.591,34.643,165481417.8,162069032.2
5,26,15,739,151,22.2,2.1,943.927,44.318,164452390.7,161055688.8
5,26,16,629,138,25.0,6.2,822.217,35.65,150062501.7,146885120.0
5,26,17,401,129,24.0,6.2,554.029,31.205,103924499.5,101450319.7
5,26,18,100,76,23.0,5.1,151.557,25.186,27718459.23,26405756.36
5,27,5,0,16,16.0,0.0,13.234,16.412,1406075.789,494407.103
5,27,6,222,86,17.0,0.0,260.93,27.462,48762329.16,47128890.96
5,27,7,433,151,19.0,0.0,619.228,43.892,110157842.3,107588658.4
5,27,8,650,148,20.0,1.8,857.27,41.393,152385607.6,149172818.8
5,27,9,739,165,21.0,3.6,955.542,38.209,170138336.2,166654973.3
5,27,10,800,166,22.4,3.1,990.957,41.615,172892697.9,169367355.0
5,27,11,801,189,21.0,3.1,996.138,40.22,174012330.7,170469923.2
5,27,12,771,216,22.0,3.1,984.839,40.976,171125653.9,167627243.0
5,27,13,740,222,24.6,6.2,979.177,37.078,173180091.3,169650368.2
5,27,14,621,259,24.0,6.2,919.027,35.764,164066338.0,160675520.1
5,27,15,481,265,24.0,6.2,796.593,34.196,144200499.2,141112461.9
5,27,16,343,221,23.6,5.1,601.399,32.336,110752558.5,108174310.4
5,27,17,308,141,23.0,4.1,463.805,30.785,86843274.35,84629434.12
5,27,18,104,72,22.0,4.1,146.818,24.42,26935122.21,25634358.4
5,28,5,0,17,16.0,0.0,14.068,16.448,1571463.32,657273.917
5,28,6,225,86,18.0,0.0,263.243,28.557,49002258.82,47365163.78
5,28,7,438,150,20.2,0.0,622.973,45.238,110216307.0,107646232.0
5,28,8,669,141,21.0,2.1,868.51,41.397,154389371.3,151146042.7
5,28,9,755,158,21.0,2.1,957.616,43.371,167066629.8,163630083.6
5,28,10,797,167,22.8,3.1,989.891,41.986,172441854.5,168923383.0
5,28,11,818,179,22.0,4.1,1003.319,38.612,176415073.5,172836045.1
5,28,12,880,126,23.0,5.1,999.732,37.484,176648645.9,173066057.6
5,28,13,819,173,22.8,6.2,1002.634,35.6,178547400.8,174935873.0
5,28,14,582,290,23.0,7.2,908.948,33.474,163605190.2,160221400.8
5,28,15,316,327,23.0,7.7,677.635,30.383,124166075.8,121383388.6
5,28,16,111,243,22.4,7.2,375.722,26.642,69848771.67,67893949.27
5,28,17,52,169,22.0,5.1,230.183,25.268,42929195.5,41384661.67
5,28,18,4,68,21.0,5.1,67.724,21.933,12088030.24,11013554.99
5,29,5,0,14,18.0,0.0,11.567,18.358,1192473.967,284060.845
5,29,6,126,92,19.0,3.1,194.702,22.757,36650092.98,35201260.65
5,29,7,322,171,21.2,3.6,518.891,30.521,97061380.62,94691803.45
5,29,8,412,238,21.0,5.1,707.78,31.308,130546999.7,127667059.1
5,29,9,447,294,22.0,2.6,789.664,38.628,140031921.2,137007418.4
5,29,10,372,407,23.8,2.6,806.115,40.679,140385062.7,137355177.5
5,29,11,263,461,23.0,3.1,743.317,37.244,130125651.6,127252132.9
5,29,12,181,432,23.0,3.1,625.871,34.968,109766514.9,107203295.3
5,29,13,37,409,22.6,4.1,454.619,30.029,81043256.18,78917815.59
5,29,14,149,393,23.0,5.1,556.288,30.972,100278004.5,97859401.91
5,29,15,222,348,23.0,5.1,586.438,31.39,106756146.2,104238808.4
5,29,16,338,224,23.0,5.1,599.827,31.709,110691351.5,108114036.2
5,29,17,195,166,23.0,3.1,374.666,30.249,69808947.46,67854732.03
5,29,18,51,73,22.0,2.1,108.071,24.449,19558850.98,18370510.92
5,30,5,0,16,19.0,4.1,13.233,19.175,1427956.074,515953.905
5,30,6,185,90,19.0,4.1,244.706,23.089,46404993.64,44807484.23
5,30,7,386,161,21.8,4.1,586.467,31.629,109429555.5,106871471.6
5,30,8,616,159,22.0,5.1,835.384,34.277,152682556.3,149465241.6
5,30,9,707,184,23.0,5.1,944.611,36.824,169037130.8,165570551.7
5,30,10,778,185,23.8,5.1,990.372,38.213,175050164.7,171491939.3
5,30,11,821,177,23.0,6.2,1005.439,35.823,178728638.9,175114348.9
5,30,12,823,183,24.0,5.1,1003.764,38.534,176257607.5,172680979.1
5,30,13,821,172,26.0,5.1,1004.546,40.579,175392191.9,171828753.5
5,30,14,805,154,24.0,4.1,989.616,40.498,173688897.8,170151419.8
5,30,15,733,155,25.0,3.1,942.784,43.428,164779159.2,161377477.0
5,30,16,606,149,25.8,5.1,812.114,37.743,146896762.0,143767630.2
5,30,17,416,124,24.0,5.1,562.112,32.313,104995882.8,102505373.8
5,30,18,123,75,23.0,5.1,161.628,25.339,29707926.27,28364901.4
5,31,5,0,17,19.8,1.3,14.067,20.113,1570189.951,656019.957
5,31,6,227,87,20.0,0.0,267.138,30.716,49334066.92,47691914.7
5,31,7,434,152,22.4,4.1,621.395,32.836,115529889.6,112878828.8
5,31,8,668,142,23.0,3.1,868.8,40.024,155264703.4,152008033.5
5,31,9,743,163,23.0,3.1,958.302,41.689,168255907.9,164801235.6
5,31,10,800,166,24.6,3.1,993.285,43.851,171714271.4,168206889.2
5,31,11,821,177,24.3,4.1,1006.05,40.957,175240139.9,171679019.0
5,31,12,822,184,24.0,3.1,1004.336,43.357,172976145.5,169449530.8
5,31,13,825,170,27.0,3.1,1006.899,46.451,171670155.0,168163445.3
5,31,14,733,200,26.0,5.1,972.05,40.172,170648148.3,167157015.2
5,31,15,614,211,26.0,5.1,881.882,38.896,156827143.0,153546659.6
5,31,16,426,212,26.8,6.2,693.991,35.709,126248092.6,123433672.8
5,31,17,360,134,23.0,6.2,522.78,29.783,98436774.74,96046234.81
5,31,18,114,76,21.8,5.1,158.68,24.094,29295183.31,27958449.16
6,1,5,0,15,19.1,6.9,12.453,19.22,1410100.645,498370.615
6,1,6,126,99,20.3,7.5,205.939,22.596,38851468.8,37369084.71
6,1,7,379,161,21.2,8.2,580.568,27.341,110105154.5,107536773.6
6,1,8,538,192,22.2,8.0,785.645,30.646,145517249.3,142409143.0
6,1,9,566,254,23.2,7.9,870.732,32.592,158240434.8,154938411.0
6,1,10,542,325,24.2,7.7,904.769,34.084,162055076.8,158694913.1
6,1,11,597,316,24.6,7.7,931.901,34.759,165767394.0,162350649.8
6,1,12,597,328,25.0,7.7,933.263,35.162,165289422.9,161879963.6
6,1,13,602,306,25.4,7.7,931.11,35.559,165299114.3,161889507.3
6,1,14,548,308,24.9,8.0,896.57,34.447,160658503.4,157319625.2
6,1,15,529,248,24.3,8.4,829.477,32.859,150936508.3,147745805.7
6,1,16,430,211,23.8,8.7,698.155,30.83,129439208.7,126576152.2
6,1,17,318,146,22.9,7.5,479.99,28.326,90744362.0,88471064.23
6,1,18,80,79,22.0,6.3,146.083,23.826,26869096.89,25569339.39
6,2,5,0,17,18.9,3.1,14.128,19.124,1654389.262,738935.962
6,2,6,127,99,20.1,4.1,206.619,23.517,38846446.0,37364138.46
6,2,7,210,194,21.2,5.1,424.107,27.328,79865421.97,77757933.08
6,2,8,360,256,22.5,6.1,657.802,30.973,121369007.0,118628950.7
6,2,9,494,280,23.9,7.2,825.065,33.393,149388904.4,146221789.3
6,2,10,562,311,25.2,8.2,910.71,34.707,162775965.7,159404814.7
6,2,11,659,296,26.1,7.2,974.096,37.245,171641817.2,168135539.3
6,2,12,795,202,26.9,6.1,999.565,39.735,174566424.1,171015571.5
6,2,13,855,150,27.8,5.1,1013.134,42.478,175630244.9,172063178.3
6,2,14,813,158,27.9,5.5,1004.847,41.845,175319601.8,171757269.8
6,2,15,738,160,27.9,5.8,955.455,40.786,168686296.9,165225065.0
6,2,16,602,158,28.0,6.2,818.969,38.581,147558620.7,144419401.4
6,2,17,379,140,26.9,5.2,548.44,34.882,101264616.5,98830976.7
6,2,18,93,80,25.8,4.1,154.488,28.34,27975673.14,26659050.0
6,3,5,0,13,19.3,2.1,10.782,19.5,1169854.013,261785.647
6,3,6,48,87,21.3,2.1,123.903,24.102,22749095.3,21512131.86
6,3,7,50,189,23.2,2.1,247.535,28.765,45460062.71,43876955.24
6,3,8,246,276,24.1,1.4,565.799,39.183,100711802.0,98286587.81
6,3,9,473,292,25.1,0.7,816.175,51.236,137433389.0,134448491.1
6,3,10,663,262,26.0,0.0,964.425,64.19,152532297.1,149317272.6
6,3,11,734,232,26.7,0.7,983.485,58.071,159280439.8,155962565.1
6,3,12,738,239,27.5,1.4,981.808,53.748,161677870.1,158323455.5
6,3,13,742,220,28.2,2.1,983.157,50.885,164353377.2,160958184.4
6,3,14,746,188,27.5,2.4,975.077,48.867,165236976.2,161828316.3
6,3,15,700,168,26.7,2.8,925.733,45.695,160236925.2,156904472.4
6,3,16,597,150,26.0,3.1,805.4,41.751,143305980.4,140231576.7
6,3,17,353,146,24.8,2.8,512.456,35.346,94361381.86,92032956.11
6,3,18,109,77,23.6,2.4,158.083,27.035,28849618.92,27519675.74
6,4,5,0,17,19.9,0.0,14.13,20.353,1585572.227,671167.787
6,4,6,198,90,21.7,0.0,254.23,31.868,46627942.84,45027035.39
6,4,7,402,159,23.6,0.0,599.833,47.641,104926623.7,102437170.3
6,4,8,637,153,24.6,0.0,851.509,58.771,140652594.4,137618631.7
6,4,9,739,166,25.6,0.0,959.967,63.973,153315003.8,150088049.8
6,4,10,794,176,26.6,0.0,1001.263,66.342,157118401.1,153833478.5
6,4,11,831,171,26.9,1.0,1014.404,56.826,165413127.4,162001782.7
6,4,12,895,115,27.3,2.1,1009.667,50.575,169174765.7,165706088.8
6,4,13,886,112,27.6,3.1,1005.918,47.007,171373540.5,167871351.5
6,4,14,802,157,27.7,3.1,993.125,46.956,169728576.5,166251458.8
6,4,15,728,159,27.7,3.1,944.232,46.125,163142152.5,159765420.3
6,4,16,632,136,27.8,3.1,824.669,43.951,145469239.4,142361864.9
6,4,17,367,144,26.8,2.6,542.456,38.384,98709113.71,96314423.0
6,4,18,115,78,25.9,2.1,162.976,29.656,29469619.1,28130226.33
6,5,5,0,17,23.8,2.4,14.129,24.052,1584669.863,670279.176
6,5,6,196,90,24.8,2.3,253.094,30.483,46676756.79,45075105.36
6,5,7,409,158,25.8,2.1,605.228,39.966,109290767.9,106734799.4
6,5,8,567,176,26.5,2.4,805.639,44.269,141407183.2,138361719.6
6,5,9,359,336,27.3,2.8,730.672,42.055,127593322.3,124758399.5
6,5,10,179,380,28.0,3.1,575.199,38.958,100390319.8,97970005.39
6,5,11,61,489,28.3,2.1,565.336,41.181,96574139.51,94211988.51
6,5,12,68,448,28.7,1.0,532.479,44.213,89266960.93,87016180.63
6,5,13,67,382,29.0,0.0,458.291,46.885,76376631.82,74322316.53
6,5,14,296,338,29.1,1.0,661.743,48.536,111676582.8,109084251.4
6,5,15,401,303,29.1,2.1,739.702,46.15,127406373.4,124574300.0
6,5,16,561,155,29.2,3.1,774.987,44.342,136404287.6,133435074.5
6,5,17,301,155,28.1,4.3,476.128,35.842,87292787.22,85072095.83
6,5,18,82,78,27.1,5.5,145.203,29.088,26167806.59,24878737.64
6,6,5,0,17,22.1,5.1,14.128,22.268,1626860.462,711826.737
6,6,6,198,90,22.9,5.7,254.511,26.367,47737411.77,46119594.61
6,6,7,409,158,23.6,6.2,605.144,31.411,113042755.7,110429602.0
6,6,8,636,153,23.6,6.2,850.514,34.589,155228836.1,151972713.0
6,6,9,717,176,23.6,6.2,948.986,35.806,170480557.0,166991978.2
6,6,10,753,193,23.6,6.2,984.142,36.172,175268524.5,171706971.0
6,6,11,722,240,25.3,5.2,981.051,39.295,171725320.5,168217769.9
6,6,12,656,293,26.9,4.1,957.118,42.662,164713601.6,161312918.6
6,6,13,553,347,28.6,3.1,925.718,46.373,157156290.1,153870790.1
6,6,14,501,325,27.9,4.0,867.61,42.444,150519632.7,147335283.8
6,6,15,419,293,27.3,4.8,764.701,38.809,135693337.3,132734960.0
6,6,16,307,243,26.6,5.7,591.427,34.563,107728655.7,105196495.7
6,6,17,171,168,25.4,5.9,354.597,30.065,65941803.68,64046528.44
6,6,18,11,78,24.2,6.0,83.001,25.233,14790915.59,13675244.92
6,7,6,0,67,18.7,3.9,58.905,19.639,10633991.06,9581677.208
6,7,7,7,158,18.8,4.1,152.673,21.192,28355577.76,27033164.39
6,7,8,13,251,19.5,2.7,243.148,24.249,44735209.57,43163149.79
6,7,9,9,340,20.1,1.4,324.395,28.421,58524458.76,56742233.29
6,7,10,13,402,20.8,0.0,405.215,36.441,70553827.28,68588258.93
6,7,11,10,393,20.1,1.4,409.32,30.9,72309982.49,70317648.1
6,7,12,7,350,19.3,2.7,370.269,26.811,65868491.79,63974333.91
6,7,13,3,282,18.6,4.1,286.062,23.247,51694336.02,50016210.3
6,7,14,7,300,17.3,3.4,293.501,22.531,53668126.11,51959917.32
6,7,15,10,284,16.1,2.8,268.154,21.254,49622440.69,47975893.29
6,7,16,12,231,14.8,2.1,224.183,19.702,41992478.97,40462221.89
6,7,17,28,171,15.3,1.4,191.191,20.233,36077964.45,34637852.09
6,7,18,7,77,15.7,0.7,79.187,18.113,14514215.54,13402762.13
6,8,5,0,15,15.9,3.4,12.452,16.09,1510179.028,596923.676
6,8,6,46,88,16.9,4.3,123.851,18.848,23236640.64,21992246.39
6,8,7,3,160,18.0,5.1,151.058,20.068,28156620.97,26837239.96
6,8,8,157,268,19.1,5.3,446.652,25.313,83548060.67,81384443.68
6,8,9,360,320,20.3,5.5,714.709,30.121,130858430.1,127973742.9
6,8,10,523,344,21.4,5.7,906.914,33.595,162644461.4,159275314.7
6,8,11,453,407,22.1,4.8,884.591,35.326,156546487.3,153270281.5
6,8,12,345,467,22.9,4.0,828.143,36.676,144868580.8,141770361.1
6,8,13,232,486,23.6,3.1,738.012,37.694,128966330.1,126110480.9
