Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
9,30,17,36,43,25.9,6.4,64.093,26.671,10792379.82,9737651.926
10,1,7,155,82,22.8,4.1,208.868,26.266,38706586.16,37226410.27
10,1,8,384,151,24.0,3.0,545.792,34.803,100726286.4,98300851.45
10,1,9,629,142,26.0,4.1,740.093,38.369,133718713.5,130790432.0
10,1,10,710,158,26.4,4.1,777.985,39.304,138868308.2,135861540.3
10,1,11,753,163,26.0,5.1,778.475,37.198,139462837.4,136447008.1
10,1,12,788,140,26.0,4.1,768.048,38.606,136798249.7,133823032.2
10,1,13,752,142,27.0,2.6,770.876,43.171,135190140.5,132239432.6
10,1,14,662,155,27.0,7.2,758.105,35.768,137745330.8,134755678.5
10,1,15,512,150,26.0,6.1,652.313,34.478,120227280.6,117504625.6
10,1,16,264,122,25.4,6.2,371.719,30.194,69560349.7,67609923.21
10,1,17,2,40,23.0,7.2,41.752,23.447,6940773.482,5944748.965
10,2,7,125,87,21.2,2.6,185.12,25.074,34282181.63,32869439.29
10,2,8,388,149,23.0,3.0,545.437,33.805,101087643.4,98656700.86
10,2,9,590,165,25.0,6.1,727.447,34.444,133424128.9,130500337.2
10,2,10,709,163,25.4,4.1,779.408,38.325,139683726.3,136664530.4
10,2,11,708,182,28.0,5.1,759.5,38.918,135069495.2,132120626.0
10,2,12,494,287,27.0,3.0,688.499,40.344,120882399.9,118149760.1
10,2,13,222,349,26.0,5.1,540.793,33.712,97301955.58,94928711.74
10,2,14,148,307,25.0,2.5,444.104,34.275,80057990.68,77947566.8
10,2,15,96,217,24.0,5.1,310.265,28.365,57386210.55,55621333.43
10,2,16,12,122,24.6,5.1,129.883,26.391,23615864.79,22365690.68
10,2,17,0,28,23.0,5.1,23.628,23.31,3795981.684,2847887.793
10,3,7,56,71,20.4,0.0,108.049,24.572,19600882.21,18411901.54
10,3,8,72,171,22.0,0.0,245.838,31.474,44828145.73,43254669.48
10,3,9,36,259,23.0,3.6,291.402,27.963,53407119.96,51702889.24
10,3,10,42,269,22.6,3.1,300.341,28.205,54534133.48,52812725.64
10,3,11,10,291,23.0,4.1,303.746,27.908,54628461.72,52905616.19
10,3,12,17,250,22.0,5.1,273.623,25.873,49261759.13,47620708.98
10,3,13,2,202,22.4,3.1,198.152,26.099,35586871.33,34154243.86
10,3,14,0,168,22.0,4.1,149.48,24.304,27023178.73,25721072.82
10,3,15,0,118,22.0,1.5,103.425,24.509,18607604.29,17433762.43
10,3,16,0,59,19.0,1.5,49.892,20.205,8935582.853,7909154.905
10,3,17,0,11,19.0,3.0,9.225,19.163,1429726.697,517697.541
10,4,7,129,79,20.4,5.1,173.41,22.902,32305673.87,30923056.02
10,4,8,339,154,22.0,5.1,489.122,29.136,92200514.52,89905023.13
10,4,9,545,166,23.0,5.1,678.007,32.887,125154494.3,122356742.4
10,4,10,637,181,23.6,6.2,733.061,32.949,134165490.2,131230399.2
10,4,11,567,249,24.0,6.1,710.818,33.069,129050126.1,126192999.8
10,4,12,512,266,24.0,6.6,676.045,32.163,122768591.8,120007204.1
10,4,13,364,309,25.4,6.2,617.602,33.189,111932287.6,109336058.9
10,4,14,295,271,26.0,5.1,542.682,33.769,98760549.1,96365074.44
10,4,15,179,216,24.0,6.1,398.812,29.062,74235998.65,72214309.33
10,4,16,76,120,24.6,6.2,190.03,26.98,35128458.18,33702817.5
10,4,17,0,22,23.3,6.1,18.533,23.515,2876900.973,1942815.041
10,5,7,61,78,19.8,0.0,122.337,24.536,22267864.25,21038235.37
10,5,8,153,169,22.0,2.5,329.85,28.992,61481579.87,59654284.11
10,5,9,101,282,22.0,2.5,374.919,29.771,68873296.42,66933341.5
10,5,10,93,323,23.2,4.1,398.403,29.616,72587474.3,70590910.59
10,5,11,70,318,24.0,3.0,382.244,31.346,68456535.23,66522932.28
10,5,12,14,290,24.0,3.0,312.723,29.992,55603399.76,53865694.94
10,5,13,4,197,22.8,4.1,194.439,25.913,34958220.74,33535174.7
10,5,14,6,194,20.0,2.5,178.886,23.583,32688259.73,31299810.79
10,5,15,2,158,19.0,0.0,146.039,24.395,26668562.68,25371861.57
10,5,16,0,88,20.6,0.0,80.971,23.593,14588956.16,13476363.61
10,5,17,0,20,19.0,4.1,16.839,19.25,2614837.688,1684745.933
10,6,7,50,68,19.0,5.1,100.785,20.421,18506698.45,17334394.53
10,6,8,181,167,21.0,6.1,351.2,25.496,66540607.37,64636205.6
10,6,9,334,232,21.0,6.1,548.618,28.024,102755845.2,100299477.1
10,6,10,509,233,22.2,5.1,672.795,31.913,123438390.6,120666794.2
10,6,11,378,317,24.0,6.1,626.394,31.968,113752543.1,111128571.3
10,6,12,231,363,22.0,6.1,556.307,29.054,101333315.3,98898628.46
10,6,13,115,333,22.6,8.2,428.045,26.981,78686679.57,76597156.21
10,6,14,64,274,21.0,8.2,322.262,24.237,59970631.36,58166364.38
10,6,15,17,190,20.0,7.2,194.097,22.106,36196857.42,34754932.98
10,6,16,0,87,20.0,7.7,80.244,20.821,14622748.27,13509640.69
10,6,17,0,17,19.0,8.2,14.298,19.133,2157373.457,1234254.039
10,7,7,0,49,17.0,0.0,42.597,18.555,7554658.394,6549277.49
10,7,8,3,136,19.0,0.0,129.746,23.82,23767346.12,22514863.24
10,7,9,14,216,21.0,0.0,209.911,28.802,37963165.36,36494320.14
10,7,10,18,278,22.2,0.0,278.602,32.789,49540141.59,47894848.53
10,7,11,20,314,22.0,2.5,335.011,29.012,60240843.84,58432458.48
10,7,12,20,321,23.0,2.0,349.302,31.051,62085148.34,60248653.43
10,7,13,19,297,22.8,2.0,306.089,29.804,55024161.62,53295285.12
10,7,14,224,285,23.0,2.5,481.423,33.108,87671952.41,85445482.07
10,7,15,385,176,23.0,2.0,545.312,35.879,99869150.52,97456779.37
10,7,16,276,100,21.8,2.1,332.713,29.594,62259746.57,60420590.56
10,7,17,0,25,20.0,2.0,21.931,20.462,3326816.442,2385873.226
10,8,7,132,73,19.0,0.0,163.68,25.452,30036869.75,28688831.36
10,8,8,355,145,22.0,0.0,487.279,41.463,87534373.29,85309999.83
10,8,9,598,134,23.0,2.5,687.727,37.88,124732736.2,121941412.4
10,8,10,616,186,23.0,3.1,709.803,36.69,128124334.9,125281318.8
10,8,11,682,186,23.0,3.0,723.489,37.076,129775379.2,126907199.1
10,8,12,753,146,23.0,4.6,722.253,34.082,131164635.8,128275281.6
10,8,13,749,133,24.0,3.1,738.13,38.214,132383383.6,129475454.2
10,8,14,694,119,23.0,4.1,729.731,35.205,133363166.9,130440304.4
10,8,15,524,124,23.0,4.1,620.573,33.387,115222545.1,112576168.7
10,8,16,258,99,22.8,4.1,315.914,28.092,59355561.85,57560669.31
10,8,17,0,23,21.0,2.0,19.55,21.406,2840295.604,1906767.584
10,9,7,125,74,21.0,0.0,161.676,27.366,29383114.15,28045039.83
10,9,8,378,140,22.0,0.0,516.138,42.682,92349407.92,90051647.21
10,9,9,624,134,24.0,0.0,707.963,52.309,121047307.3,118312154.1
10,9,10,715,145,25.0,4.1,742.897,37.333,133995416.8,131062918.0
10,9,11,751,153,24.0,2.5,737.474,39.685,131134481.9,128245587.3
10,9,12,749,158,25.0,2.0,728.615,42.061,128157561.4,125314038.9
10,9,13,750,131,26.4,2.6,733.718,41.807,129756932.9,126889033.9
10,9,14,479,211,26.0,2.0,640.244,41.093,113901356.5,111275116.7
10,9,15,222,190,25.0,2.0,403.704,34.425,73840373.49,71824714.0
10,9,16,15,100,25.2,4.1,108.172,26.903,19474314.92,18287263.29
10,9,17,0,13,22.0,2.5,10.918,22.205,1512345.844,599057.467
10,10,7,120,73,21.0,0.0,157.356,27.19,28558174.07,27232672.88
10,10,8,374,139,22.0,3.0,509.943,32.127,95202508.7,92861263.11
10,10,9,609,138,24.0,6.1,696.947,33.068,128891758.0,126037045.4
10,10,10,687,154,26.0,7.2,727.167,34.376,132687213.3,129774653.2
10,10,11,736,158,26.0,6.1,727.862,35.315,131694452.5,128797023.3
10,10,12,749,156,26.0,7.2,723.049,34.25,131244053.5,128353488.9
10,10,13,730,148,26.7,6.2,735.349,36.057,133027631.1,130109882.6
10,10,14,646,144,26.0,7.2,712.959,34.259,130766664.7,127883376.1
10,10,15,466,142,26.0,6.1,588.957,33.653,109160762.4,106606775.3
10,10,16,202,105,25.2,6.2,282.129,28.821,52562442.46,50871085.69
10,10,17,0,21,23.0,6.1,17.707,23.199,2463118.073,1535338.719
10,11,7,115,71,17.8,0.0,151.376,23.75,27796463.2,26482571.45
10,11,8,317,145,22.0,0.0,451.839,40.027,81530891.05,79398018.29
10,11,9,360,208,22.0,2.0,537.832,34.627,98376363.21,95986744.04
10,11,10,191,321,24.4,2.6,481.37,34.334,86767044.65,84554366.25
10,11,11,330,318,25.0,3.0,582.257,36.267,103936950.2,101462580.6
10,11,12,433,291,26.0,3.0,626.701,38.155,111107251.2,108523597.1
10,11,13,541,220,25.0,3.6,658.683,36.663,118530368.7,115833576.8
10,11,14,395,222,24.0,2.5,564.916,36.027,102453157.7,100001403.0
10,11,15,213,189,24.0,3.0,394.514,31.654,72960711.32,70958459.0
10,11,16,59,103,23.4,3.1,154.52,26.315,28358920.49,27036456.17
10,11,17,0,13,22.0,3.6,10.92,22.168,1464112.784,551559.54
10,12,7,0,43,18.0,2.6,36.672,18.708,6428147.494,5439936.049
10,12,8,0,114,18.0,3.0,104.066,19.904,19218967.16,18035807.36
10,12,9,0,163,17.0,5.1,145.333,18.955,27016286.05,25714285.19
10,12,10,0,177,18.6,0.0,164.307,24.799,29674915.63,28332393.88
10,12,11,15,231,18.8,2.1,245.564,24.346,44663190.74,43092228.62
10,12,12,27,266,19.0,4.1,297.291,23.816,54294182.12,52576431.44
10,12,13,44,268,19.8,3.1,302.12,25.475,55424443.79,53689466.49
10,12,14,8,237,19.0,3.0,221.844,23.071,41022486.94,39507013.78
10,12,15,7,159,20.0,2.5,153.825,23.092,28380722.23,27057925.63
10,12,16,0,74,19.0,2.0,67.615,20.486,12230646.13,11153997.23
10,12,17,0,12,18.0,0.0,10.077,18.338,1283414.884,373615.706
10,13,7,7,65,17.0,7.2,69.391,17.754,12555954.24,11474347.23
10,13,8,122,155,18.0,4.1,283.91,22.648,54072617.86,52358244.1
10,13,9,173,244,19.0,0.0,405.139,34.714,73454161.45,71444388.32
10,13,10,206,307,20.4,7.2,476.408,25.777,88885188.08,86640226.48
10,13,11,330,313,22.0,5.1,573.747,30.204,104939957.7,102450301.0
10,13,12,437,285,22.0,4.1,619.867,32.137,112626177.6,110019373.1
10,13,13,543,216,23.0,3.0,650.975,35.702,117674014.0,114990274.1
10,13,14,319,247,23.0,3.0,527.416,33.236,96549610.36,94187833.22
10,13,15,153,187,22.0,2.5,340.8,29.184,63370206.39,61514125.56
10,13,16,5,93,22.0,2.0,95.088,24.121,17182662.6,16030538.67
10,13,17,0,14,20.0,0.0,11.769,20.39,1453908.426,541510.71
10,14,7,104,67,18.2,2.1,139.181,21.387,25633444.82,24352520.22
10,14,8,358,135,20.0,2.5,469.795,30.182,88361942.22,86124955.55
10,14,9,593,138,22.0,3.0,673.539,35.335,123582083.0,120808296.6
10,14,10,695,146,21.8,2.6,712.284,36.826,128902559.3,126047682.1
10,14,11,742,149,23.0,2.0,708.302,39.593,126172281.0,123359016.7
10,14,12,747,151,22.0,2.5,703.093,36.942,126441224.9,123623861.6
10,14,13,719,146,23.4,3.1,712.312,37.129,128482933.3,125634451.7
10,14,14,625,144,23.0,4.1,686.901,34.46,126052340.9,123240904.7
10,14,15,444,138,23.0,4.1,559.332,32.332,104282611.3,101802973.3
10,14,16,180,97,22.0,5.1,249.868,25.638,46873863.69,45269208.1
10,14,17,0,16,20.0,2.5,13.466,20.239,1625580.935,710566.712
10,15,7,0,40,19.2,0.0,33.804,20.426,5838701.546,4859474.007
10,15,8,91,151,22.0,0.0,238.118,31.248,43565605.57,42011372.04
10,15,9,319,217,22.0,0.0,508.916,42.014,90299210.46,88032697.36
10,15,10,606,179,24.0,2.1,674.793,39.603,120634080.9,117905225.8
10,15,11,729,141,24.0,0.0,686.692,51.013,116733586.1,114064179.5
10,15,12,750,137,24.0,3.0,686.865,37.37,123411222.8,120640040.5
10,15,13,746,123,24.8,4.1,703.262,36.437,127344571.0,124513439.5
10,15,14,679,116,24.0,5.1,698.384,34.229,128451363.2,125603362.8
10,15,15,515,113,23.0,5.1,587.192,31.617,110017819.1,107450769.3
10,15,16,216,90,23.6,5.1,259.76,27.395,48482446.35,46853273.92
10,15,17,0,16,22.0,3.0,13.471,22.207,1411334.116,499585.286
10,16,7,0,38,20.0,0.0,32.083,21.163,5502596.274,4528491.407
10,16,8,82,141,21.5,0.0,217.495,29.931,39890984.55,38392756.92
10,16,9,259,219,23.0,0.0,460.762,41.058,81868657.39,79730636.65
10,16,10,489,219,24.0,2.6,618.869,36.972,111586795.4,108995832.4
10,16,11,400,271,24.0,2.0,575.485,37.414,102623762.4,100169407.5
10,16,12,201,350,25.0,3.0,510.151,34.846,90963594.42,88686955.26
10,16,13,115,300,24.2,5.1,387.231,29.692,70574740.81,68608853.72
10,16,14,204,249,24.2,4.8,421.018,30.406,77585522.5,75512782.17
10,16,15,139,213,24.2,4.4,363.428,29.871,67465852.39,65547348.71
10,16,16,129,95,24.2,4.1,199.46,27.487,36784474.5,35333594.03
10,16,17,0,13,23.0,6.1,10.928,23.109,1095294.002,188362.026
10,17,7,79,66,17.4,4.1,127.139,19.475,23396921.02,22150083.89
10,17,8,364,128,19.0,3.0,478.73,28.529,90661480.71,88389446.16
10,17,9,569,149,19.0,3.0,651.001,31.873,121133635.4,118397166.4
10,17,10,687,149,21.0,2.1,699.739,37.226,126525519.2,123706871.1
10,17,11,752,142,22.0,3.0,697.131,35.588,126315250.7,123499807.3
10,17,12,757,144,22.0,3.0,692.271,35.479,125363589.9,122562651.1
10,17,13,728,139,22.9,3.6,702.363,35.411,127705654.0,124869019.2
10,17,14,620,144,23.0,4.1,676.601,34.284,124373522.7,121587673.8
10,17,15,423,142,23.0,5.1,541.491,30.909,101537701.2,99099899.24
10,17,16,141,97,21.8,5.1,209.285,24.823,39060093.73,37574529.93
10,17,17,0,13,21.0,5.1,10.929,21.122,1106934.423,199825.031
10,18,7,83,62,16.0,0.0,121.753,20.755,22232427.9,21003339.12
10,18,8,349,129,19.0,0.0,450.167,37.059,82365603.46,80220008.63
10,18,9,587,134,19.0,2.0,654.455,34.587,120568694.8,117840836.3
10,18,10,696,140,21.6,2.6,693.847,36.248,126018595.1,123207673.2
10,18,11,706,158,21.0,3.0,677.702,34.2,123396185.1,120625232.0
10,18,12,640,188,22.0,3.0,652.396,34.686,118230516.5,115538294.8
10,18,13,505,226,23.4,2.1,621.504,37.681,111551770.8,108961341.7
10,18,14,484,187,22.0,2.0,604.582,36.275,110032542.1,107465268.0
10,18,15,403,137,22.0,2.5,517.484,33.173,96147311.27,93791665.68
10,18,16,163,89,21.6,2.1,222.726,26.762,41322530.71,39802484.49
10,18,17,0,13,18.0,0.0,10.932,18.334,1123477.773,216116.24
10,19,7,83,61,14.2,0.0,120.211,18.894,22075403.95,20848708.42
10,19,8,354,127,18.0,0.0,466.373,36.75,85465056.79,83272222.35
10,19,9,595,131,20.0,0.0,655.316,46.215,115234182.7,112587628.9
10,19,10,694,139,21.0,2.1,688.131,36.969,124661391.4,121871155.0
10,19,11,741,142,22.0,2.0,682.053,37.984,122471242.4,119714386.6
10,19,12,746,143,22.0,2.5,676.345,36.381,122105035.3,119353761.0
10,19,13,717,138,22.6,2.1,687.12,38.483,123495200.7,120722738.5
10,19,14,632,133,22.0,3.0,670.129,35.262,122836482.4,120074059.9
10,19,15,457,125,22.0,2.5,546.439,33.828,101452011.9,99015515.9
10,19,16,175,86,21.0,2.1,223.726,26.191,41597745.31,40073504.47
10,19,17,0,12,19.0,2.0,10.086,19.184,1027678.892,121777.456
10,20,7,70,61,15.6,0.0,115.429,20.096,21009543.64,19799093.18
10,20,8,300,144,19.0,0.0,428.222,36.12,78474784.55,76388490.74
10,20,9,592,130,21.0,0.0,649.357,46.978,113851651.3,111226169.0
10,20,10,690,139,22.0,2.1,682.006,37.827,123162897.6,120395500.1
10,20,11,591,201,22.0,3.0,632.865,34.309,114962234.1,112319825.2
10,20,12,323,305,22.0,5.1,545.613,29.802,99862661.59,97450389.33
10,20,13,109,295,23.8,3.1,375.329,30.881,68124926.14,66196377.34
10,20,14,64,235,23.0,2.0,280.438,29.343,51241094.15,49569876.42
10,20,15,13,154,22.0,6.1,156.536,23.906,28889879.74,27559322.93
10,20,16,0,58,21.2,6.2,51.879,21.813,9178580.069,8148448.534
10,21,7,60,57,17.2,3.1,104.486,19.178,18977912.22,17798426.4
10,21,8,314,130,18.0,6.1,420.223,23.48,80971710.4,78847360.27
10,21,9,506,165,21.0,6.1,608.948,28.893,114609410.8,111972379.4
10,21,10,650,165,20.6,8.2,676.251,27.687,126964868.5,124139524.2
10,21,11,744,140,22.0,8.7,674.79,28.714,125712438.1,122906182.3
10,21,12,753,139,22.0,9.2,669.951,28.385,124864860.6,122071523.0
10,21,13,733,131,21.2,8.2,684.541,28.37,128104003.1,125261296.9
10,21,14,642,131,22.0,8.2,671.131,29.087,126106145.4,123293889.1
10,21,15,454,128,21.0,4.1,543.788,30.101,102473872.9,100021802.5
10,21,16,150,88,21.0,4.1,197.563,24.261,36787076.01,35336155.89
10,21,17,0,11,18.0,7.2,9.243,18.082,942976.924,38366.454
10,22,7,60,57,15.6,4.1,105.041,17.306,19193686.6,18010912.1
10,22,8,293,140,17.0,3.0,415.714,25.236,79490468.84,77388694.71
10,22,9,562,143,19.0,6.1,627.745,27.156,119108084.5,116402487.5
10,22,10,699,138,19.8,5.1,681.345,29.716,127094130.3,124266815.8
10,22,11,764,131,22.0,5.1,675.447,31.733,124469105.0,121681799.2
10,22,12,769,132,22.0,5.1,669.908,31.641,123385838.2,120615042.8
10,22,13,749,124,22.6,4.1,685.365,33.965,125592268.5,122787844.3
10,22,14,646,128,23.0,3.0,668.709,36.247,122250800.7,119497304.8
10,22,15,436,129,22.0,5.1,528.481,29.744,99698157.05,97288392.05
10,22,16,139,86,20.2,5.1,187.966,22.913,35086010.79,33661017.06
10,23,7,0,30,14.6,0.0,25.294,15.515,4355318.143,3398699.253
10,23,8,106,129,18.0,0.0,236.094,27.262,43962742.7,42402456.3
10,23,9,281,218,19.0,1.5,471.248,31.253,87344084.46,85122611.24
10,23,10,573,186,20.0,0.0,630.336,44.955,110440903.0,107867404.9
10,23,11,474,245,20.0,2.0,589.343,33.758,107043195.0,104521482.3
10,23,12,278,306,21.0,2.0,511.339,32.894,92371513.38,90073415.75
10,23,13,109,287,21.8,1.5,365.279,31.173,66260769.96,64360633.27
10,23,14,63,228,21.0,2.0,272.488,27.166,50237913.71,48581985.72
10,23,15,12,147,21.0,0.0,149.012,26.573,27168287.98,25863970.42
10,23,16,0,52,20.2,4.1,45.839,20.901,8076145.369,7062816.341
10,24,7,61,53,14.0,0.0,98.889,17.839,17920366.06,16756998.59
10,24,8,326,123,17.0,0.0,417.73,33.77,77352463.32,75283275.11
10,24,9,571,131,19.0,0.0,624.224,43.949,110907248.8,108326643.0
10,24,10,684,135,21.0,2.1,661.033,36.347,120223312.7,117500718.2
10,24,11,693,153,21.0,2.5,642.94,34.679,117033226.7,114359253.2
10,24,12,619,188,22.0,1.5,620.095,38.133,110987398.4,108405571.0
10,24,13,487,221,23.0,2.1,589.7,36.56,106476846.9,103963766.0
10,24,14,264,226,21.0,3.0,452.468,29.769,84048394.27,81877151.56
10,24,15,83,157,22.0,5.1,232.123,25.278,43419427.96,41867422.36
10,24,16,0,51,20.0,4.1,44.98,20.688,7917642.157,6906728.919
10,25,7,44,51,15.8,0.0,77.578,18.773,13830560.78,12729527.15
10,25,8,259,126,18.0,0.0,367.782,32.71,68116521.51,66188100.8
10,25,9,383,173,19.0,2.0,498.096,30.735,92898687.84,90592555.4
10,25,10,346,243,21.4,0.0,509.367,41.374,90075234.85,87812135.43
10,25,11,288,285,21.7,1.5,496.366,34.553,89362870.28,87110628.2
10,25,12,162,327,22.0,2.5,451.045,31.506,81502427.39,79369988.45
10,25,13,94,289,22.4,3.1,355.748,29.103,65033297.05,63151868.6
10,25,14,34,235,22.2,3.0,258.523,27.04,47565837.17,45950635.03
10,25,15,10,142,22.0,3.0,142.523,24.638,26156376.17,24867481.43
10,25,16,0,49,21.4,4.1,42.942,22.056,7488959.926,6484580.35
10,26,7,49,49,16.8,2.1,88.167,18.791,15756917.43,14626523.67
10,26,8,308,121,19.0,0.0,398.497,34.998,73339199.93,71331178.96
10,26,9,534,138,20.0,0.0,591.209,43.601,105173033.4,102679824.4
10,26,10,657,139,21.6,3.1,639.929,33.989,117498439.5,114817375.6
10,26,11,688,151,21.0,3.0,630.837,33.294,115515771.0,112864925.4
10,26,12,677,158,22.0,2.5,621.606,35.214,112808922.4,110199332.6
10,26,13,597,178,23.2,3.1,622.327,35.18,113331659.7,110714102.8
10,26,14,368,205,22.0,5.1,507.779,29.316,94923819.05,92586821.03
10,26,15,158,155,21.0,5.1,303.623,25.356,57390535.34,55625592.3
10,26,16,0,62,20.2,7.7,59.775,20.812,10625178.24,9572998.711
10,27,7,0,34,17.0,6.1,29.67,17.35,5055410.949,4088121.754
10,27,8,18,129,18.0,5.1,141.029,19.951,26429974.95,25136910.22
10,27,9,78,204,21.0,0.0,266.067,31.171,48479341.96,46850216.84
10,27,10,62,287,20.2,2.1,329.265,27.58,60566433.85,58753086.08
10,27,11,77,293,22.0,3.0,353.364,28.804,64258940.66,62389314.39
10,27,12,25,302,21.0,3.0,329.466,27.329,59807669.02,58005885.79
10,27,13,41,235,21.0,3.1,261.394,25.9,47954610.76,46333483.21
10,27,14,24,215,21.0,3.0,215.725,24.99,39813825.58,38316773.95
10,27,15,10,151,20.0,6.1,154.004,21.879,28672109.96,27344872.25
10,27,16,0,60,19.4,6.2,57.684,20.087,10258084.74,9211500.182
10,28,7,36,47,17.0,8.2,69.572,17.701,12294596.61,11216973.02
10,28,8,267,131,17.0,5.1,375.479,22.496,72393418.94,70399812.88
10,28,9,504,153,18.0,6.1,580.478,25.528,110876152.0,108296020.1
10,28,10,673,137,19.6,8.2,643.205,26.358,121719394.1,118973997.5
10,28,11,697,146,22.0,5.1,624.616,31.003,115488704.3,112838271.3
10,28,12,607,191,22.0,4.1,603.764,31.908,110838197.7,108258644.3
10,28,13,507,204,20.6,9.3,577.134,26.075,108738589.2,106191036.5
10,28,14,308,210,20.0,9.2,465.43,24.428,88514671.56,86275357.11
10,28,15,127,153,19.0,5.1,276.592,22.956,52601419.8,50909468.97
10,28,16,0,58,18.8,9.3,55.574,19.294,9888865.165,8847907.982
10,29,7,0,37,16.0,7.7,34.785,16.352,5958280.53,4977230.455
10,29,8,158,123,17.0,6.1,265.935,20.424,51156738.86,49486806.81
10,29,9,324,185,17.0,7.2,460.975,22.274,88705931.8,86463702.29
10,29,10,482,202,17.8,8.7,566.952,23.46,108100009.9,105562190.0
10,29,11,576,185,19.0,6.1,580.225,26.425,108917320.2,106367043.4
10,29,12,578,187,21.0,5.1,576.42,29.289,106875650.7,104356491.6
10,29,13,548,179,19.4,8.7,577.353,25.169,109303856.1,106747688.1
10,29,14,449,172,19.0,8.2,543.367,24.692,103720761.8,101249687.2
10,29,15,304,134,18.0,10.2,404.519,21.609,78395310.16,76310227.64
10,29,16,71,71,16.8,7.2,129.574,18.266,24058651.33,22801728.59
10,30,7,0,29,15.4,8.2,24.471,15.632,4123159.87,3170079.367
10,30,8,81,121,16.0,5.1,191.456,18.726,36606304.23,35158139.31
10,30,9,204,201,17.0,5.1,372.704,22.319,71280246.61,69303606.71
10,30,10,338,239,17.6,8.7,491.575,22.475,93733709.45,91414850.22
10,30,11,189,317,18.0,5.1,453.964,24.482,84748304.25,82566394.02
10,30,12,117,295,18.0,6.1,382.848,22.853,71359741.79,69381890.28
10,30,13,13,246,17.6,9.3,244.939,19.851,45905174.88,44315283.34
10,30,14,119,221,18.0,8.2,320.799,21.265,61058630.97,59237781.49
10,30,15,167,152,18.0,7.2,306.426,21.496,58857966.91,57070658.35
10,30,16,55,71,17.2,12.3,110.931,18.027,20457994.93,19255950.77
10,31,7,10,40,15.0,7.7,43.908,15.451,7577848.777,6572114.422
10,31,8,210,128,16.0,6.1,323.105,20.189,62545506.73,60701995.37
10,31,9,435,162,17.0,5.1,531.659,24.733,101768803.4,99327479.11
10,31,10,589,164,18.0,9.3,598.221,23.705,114285477.0,111653382.7
10,31,11,681,153,19.0,6.1,611.948,26.843,115013872.8,112370676.8
10,31,12,730,133,19.0,7.2,613.263,26.008,115647322.7,112994472.1
10,31,13,701,131,19.2,9.3,631.459,25.227,119930379.3,117212249.5
10,31,14,595,130,19.0,6.1,610.945,26.946,116048835.3,113389865.1
10,31,15,412,113,18.0,5.1,475.818,24.998,91446148.83,89162154.93
10,31,16,92,69,17.2,8.7,135.962,18.544,25217060.93,23942482.55
11,1,7,0,24,13.6,10.3,20.224,13.761,3365135.953,2423608.699
11,1,8,13,110,13.0,6.2,115.807,14.402,22019811.45,20793963.22
11,1,9,70,191,13.1,7.7,245.516,15.693,47500936.93,45886723.95
11,1,10,112,258,13.2,10.3,331.761,16.041,64068676.81,62201950.4
11,1,11,147,276,15.0,7.7,381.998,19.119,72572478.2,70576143.04
11,1,12,148,281,16.0,7.7,388.108,20.186,73261111.28,71254280.49
11,1,13,80,292,15.0,12.9,346.266,17.485,66295381.54,64394717.32
11,1,14,75,211,15.0,9.3,264.134,17.421,50738441.21,49074884.55
11,1,15,17,135,14.0,9.3,142.99,15.293,27304626.92,25998231.38
11,1,16,0,44,14.2,9.3,39.352,14.546,6998719.29,6001811.606
11,2,7,0,14,14.2,11.3,11.754,14.287,1889337.093,970302.89
11,2,8,0,76,14.0,7.2,67.49,14.72,12528834.17,11447640.51
11,2,9,2,158,14.0,6.2,145.53,15.733,27581852.28,26271231.47
11,2,10,8,236,15.4,10.8,226.359,17.233,42907329.81,41363129.24
11,2,11,8,238,16.0,7.2,246.258,18.769,46079140.8,44486597.8
11,2,12,4,211,16.0,6.2,220.584,18.752,40998947.99,39483833.58
11,2,13,0,161,15.6,9.3,151.506,16.985,28292217.35,26970769.68
11,2,14,0,152,15.0,7.2,135.319,16.445,25444134.19,24166094.93
11,2,15,0,110,13.0,6.2,101.527,14.21,19195015.64,18012220.89
11,2,16,0,43,14.4,5.1,38.445,14.914,6808881.164,5814866.854
11,3,7,0,14,14.8,3.1,11.755,15.004,1868255.706,949542.81
11,3,8,0,63,13.0,2.6,54.032,14.048,9966418.28,8924279.089
11,3,9,0,113,12.0,4.1,98.991,13.517,18668796.43,17494021.93
11,3,10,0,151,12.8,2.1,137.507,15.812,25786067.29,24502816.53
11,3,11,1,173,12.0,3.1,175.264,15.305,32891503.88,31499957.23
11,3,12,1,175,12.0,5.1,181.349,14.571,34054275.07,32645006.31
11,3,13,0,159,13.0,3.6,149.435,15.555,28060289.84,26742377.04
11,3,14,0,125,12.0,2.6,109.312,14.127,20592646.48,19388550.06
11,3,15,0,78,12.0,4.1,67.786,13.038,12678987.19,11595505.0
11,3,16,0,26,13.0,4.1,21.89,13.331,3801449.4,2853272.175
11,4,7,0,20,13.8,4.1,16.836,14.051,2708714.367,1777191.813
11,4,8,1,97,13.0,4.1,92.677,14.441,17437245.38,16281241.28
11,4,9,11,171,14.0,4.1,166.478,16.591,31632223.36,30259869.75
11,4,10,29,221,15.2,6.2,225.454,17.952,42701691.22,41160624.85
11,4,11,43,245,15.4,0.0,278.555,26.22,50941953.04,49275294.59
